url_gcp,image_id,sequence_id,location_id,frame_num,common_name,datetime,class_number,subset
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0325/1053.jpg,WCS Camera Traps : 3df0a484-92d5-11e9-9d0f-000d3a74c7de,WCS Camera Traps : idn-001-d0146-6,WCS Camera Traps : 1739,1,dhole,12-01-1998 14:12:00,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0325/1553.jpg,WCS Camera Traps : 3e0712ae-92d5-11e9-8c97-000d3a74c7de,WCS Camera Traps : idn-001-d0085-9,WCS Camera Traps : 1788,1,dhole,03-18-1999 12:31:00,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0328/0859.jpg,WCS Camera Traps : 3efa255e-92d5-11e9-9db9-000d3a74c7de,WCS Camera Traps : idn-001-d0611-3,WCS Camera Traps : 2143,1,dhole,07-18-2002 16:36:00,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0329/0416.jpg,WCS Camera Traps : 3f438a4a-92d5-11e9-9551-000d3a74c7de,WCS Camera Traps : idn-001-d0855-3,WCS Camera Traps : 2288,1,dhole,08-13-2003 15:54:00,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1451.jpg,WCS Camera Traps : 60751af0-92d5-11e9-b921-000d3a74c7de,WCS Camera Traps : idn-004-d0018-13,WCS Camera Traps : 2996,1,dhole,02-02-2013 11:51:52,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1452.jpg,WCS Camera Traps : 60751af2-92d5-11e9-af64-000d3a74c7de,WCS Camera Traps : idn-004-d0018-13,WCS Camera Traps : 2996,2,dhole,02-02-2013 11:51:57,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1453.jpg,WCS Camera Traps : 607541ef-92d5-11e9-88a9-000d3a74c7de,WCS Camera Traps : idn-004-d0018-13,WCS Camera Traps : 2996,3,dhole,02-02-2013 11:52:02,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1454.jpg,WCS Camera Traps : 607541f1-92d5-11e9-8459-000d3a74c7de,WCS Camera Traps : idn-004-d0018-13,WCS Camera Traps : 2996,4,dhole,02-02-2013 11:52:29,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1457.jpg,WCS Camera Traps : 6075696e-92d5-11e9-bac3-000d3a74c7de,WCS Camera Traps : idn-004-d0018-13,WCS Camera Traps : 2996,7,dhole,02-02-2013 11:52:57,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1460.jpg,WCS Camera Traps : 60759020-92d5-11e9-b0f2-000d3a74c7de,WCS Camera Traps : idn-004-d0018-13,WCS Camera Traps : 2996,10,dhole,02-02-2013 11:53:39,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1547.jpg,WCS Camera Traps : 607960ca-92d5-11e9-a68e-000d3a74c7de,WCS Camera Traps : idn-004-d0020-4,WCS Camera Traps : 2996,1,dhole,02-02-2013 11:52:03,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1548.jpg,WCS Camera Traps : 607960cc-92d5-11e9-9fbc-000d3a74c7de,WCS Camera Traps : idn-004-d0020-4,WCS Camera Traps : 2996,2,dhole,02-02-2013 11:52:07,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1549.jpg,WCS Camera Traps : 607987af-92d5-11e9-9331-000d3a74c7de,WCS Camera Traps : idn-004-d0020-4,WCS Camera Traps : 2996,3,dhole,02-02-2013 11:52:11,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1550.jpg,WCS Camera Traps : 607987b1-92d5-11e9-8e39-000d3a74c7de,WCS Camera Traps : idn-004-d0020-5,WCS Camera Traps : 2996,1,dhole,02-02-2013 11:53:17,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0457/1314.jpg,WCS Camera Traps : 6ea30642-92d5-11e9-86b8-000d3a74c7de,WCS Camera Traps : idn-004-d0252-16,WCS Camera Traps : 3107,1,dhole,06-14-2013 09:47:18,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0726.jpg,WCS Camera Traps : 6ee454fc-92d5-11e9-bfa6-000d3a74c7de,WCS Camera Traps : idn-004-d0260-20,WCS Camera Traps : 3112,1,dhole,06-18-2013 11:09:38,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0727.jpg,WCS Camera Traps : 6ee454fe-92d5-11e9-bb91-000d3a74c7de,WCS Camera Traps : idn-004-d0260-20,WCS Camera Traps : 3112,2,dhole,06-18-2013 11:09:38,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0728.jpg,WCS Camera Traps : 6ee45500-92d5-11e9-ab30-000d3a74c7de,WCS Camera Traps : idn-004-d0260-20,WCS Camera Traps : 3112,3,dhole,06-18-2013 11:09:38,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0736.jpg,WCS Camera Traps : 6ee4ca26-92d5-11e9-a5fd-000d3a74c7de,WCS Camera Traps : idn-004-d0261-5,WCS Camera Traps : 3112,1,dhole,06-18-2013 11:09:15,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0737.jpg,WCS Camera Traps : 6ee4ca28-92d5-11e9-86fd-000d3a74c7de,WCS Camera Traps : idn-004-d0261-5,WCS Camera Traps : 3112,2,dhole,06-18-2013 11:09:22,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0738.jpg,WCS Camera Traps : 6ee4ca2a-92d5-11e9-8913-000d3a74c7de,WCS Camera Traps : idn-004-d0261-5,WCS Camera Traps : 3112,3,dhole,06-18-2013 11:09:28,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0739.jpg,WCS Camera Traps : 6ee4f13a-92d5-11e9-999f-000d3a74c7de,WCS Camera Traps : idn-004-d0261-6,WCS Camera Traps : 3112,1,dhole,06-18-2013 11:10:30,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0740.jpg,WCS Camera Traps : 6ee4f13c-92d5-11e9-8842-000d3a74c7de,WCS Camera Traps : idn-004-d0261-6,WCS Camera Traps : 3112,2,dhole,06-18-2013 11:10:37,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0741.jpg,WCS Camera Traps : 6ee4f13e-92d5-11e9-bc60-000d3a74c7de,WCS Camera Traps : idn-004-d0261-6,WCS Camera Traps : 3112,3,dhole,06-18-2013 11:10:43,4,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0745.jpg,WCS Camera Traps : 6ee5184a-92d5-11e9-ac99-000d3a74c7de,WCS Camera Traps : idn-004-d0261-6,WCS Camera Traps : 3112,7,dhole,06-18-2013 11:12:19,4,train
