url_gcp,image_id,sequence_id,location_id,frame_num,common_name,datetime,class_number,subset
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0411/0547.jpg,WCS Camera Traps : 5d082d36-92d5-11e9-866e-000d3a74c7de,WCS Camera Traps : ken-017-d0003-47,WCS Camera Traps : 2926,3,african buffalo,02-09-2015 21:40:05,7,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/Snapshot South Africa/BLO/BLO_S2/E04/E04_R3/BLO_S2_E04_R3_IMAG0595.JPG,Snapshot Safari 2024 Expansion : Snapshot South Africa/BLO/BLO_S2/E04/E04_R3/BLO_S2_E04_R3_IMAG0595.JPG,Snapshot Safari 2024 Expansion : BLO_S2#E04#3#221,Snapshot Safari 2024 Expansion : BLO_S2_E04,0,african buffalo,,7,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/Snapshot South Africa/BLO/BLO_S2/C04/C04_R3/BLO_S2_C04_R3_IMAG1623.JPG,Snapshot Safari 2024 Expansion : Snapshot South Africa/BLO/BLO_S2/C04/C04_R3/BLO_S2_C04_R3_IMAG1623.JPG,Snapshot Safari 2024 Expansion : BLO_S2#C04#3#715,Snapshot Safari 2024 Expansion : BLO_S2_C04,0,african buffalo,,7,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S12/C03/C03_R2/SER_S12_C03_R2_IMAG1239.JPG,Snapshot Safari 2024 Expansion : SER/SER_S12/C03/C03_R2/SER_S12_C03_R2_IMAG1239.JPG,Snapshot Safari 2024 Expansion : SER_S12#C03#2#448,Snapshot Safari 2024 Expansion : SER_S12_C03,1,african buffalo,,7,val
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/MAD/MAD_S2/MAD06/MAD06_R5/MAD_S2_MAD06_R5_IMAG0012.JPG,Snapshot Safari 2024 Expansion : MAD/MAD_S2/MAD06/MAD06_R5/MAD_S2_MAD06_R5_IMAG0012.JPG,Snapshot Safari 2024 Expansion : MAD_S2#MAD06#5#4,Snapshot Safari 2024 Expansion : MAD_S2_MAD06,2,african buffalo,,7,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0377/0374.jpg,WCS Camera Traps : 50a03db2-92d5-11e9-bb5e-000d3a74c7de,WCS Camera Traps : ken-014-d0171-22,WCS Camera Traps : 2768,2,african buffalo,10-03-2009 06:35:41,7,val
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/ENO/ENO_S2/D06/D06_R5/ENO_S2_D06_R5_IMAG0127.JPG,Snapshot Safari 2024 Expansion : ENO/ENO_S2/D06/D06_R5/ENO_S2_D06_R5_IMAG0127.JPG,Snapshot Safari 2024 Expansion : ENO_S2#D06#5#45,Snapshot Safari 2024 Expansion : ENO_S2_D06,0,african buffalo,,7,test
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KRU/KRU_S3/46/46_R5/KRU_S3_46_R5_IMAG0045.JPG,Snapshot Safari 2024 Expansion : KRU/KRU_S3/46/46_R5/KRU_S3_46_R5_IMAG0045.JPG,Snapshot Safari 2024 Expansion : KRU_S3#46#5#19,Snapshot Safari 2024 Expansion : KRU_S3_46,0,african buffalo,,7,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0192/0406.jpg,WCS Camera Traps : 0cc479e8-92d5-11e9-84f8-000d3a74c7de,WCS Camera Traps : ken-008-d0015-58,WCS Camera Traps : 1198,44,african buffalo,09-26-2010 02:37:18,7,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/APN/APN_S3/U64c/U64c_R10/APN_S3_U64c_R10_IMAG0156.JPG,Snapshot Safari 2024 Expansion : APN/APN_S3/U64c/U64c_R10/APN_S3_U64c_R10_IMAG0156.JPG,Snapshot Safari 2024 Expansion : APN_S3#U64c#10#72,Snapshot Safari 2024 Expansion : APN_S3_U64C,2,african buffalo,,7,test
