url_gcp,image_id,sequence_id,location_id,frame_num,common_name,datetime,class_number,subset
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1687.jpg,WCS Camera Traps : d41345be-92d4-11e9-b377-000d3a74c7de,WCS Camera Traps : idn-002-d0060-15,WCS Camera Traps : 524,1,asian elephant,05-07-1999 08:43:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1688.jpg,WCS Camera Traps : d41345c0-92d4-11e9-bba6-000d3a74c7de,WCS Camera Traps : idn-002-d0060-15,WCS Camera Traps : 524,2,asian elephant,05-07-1999 08:44:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1787.jpg,WCS Camera Traps : d4189d03-92d4-11e9-a371-000d3a74c7de,WCS Camera Traps : idn-002-d0071-17,WCS Camera Traps : 528,1,asian elephant,05-15-1999 12:29:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1872.jpg,WCS Camera Traps : d41c6d82-92d4-11e9-b6b5-000d3a74c7de,WCS Camera Traps : idn-002-d0055-1,WCS Camera Traps : 533,2,asian elephant,,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1873.jpg,WCS Camera Traps : d41c6d84-92d4-11e9-bfc7-000d3a74c7de,WCS Camera Traps : idn-002-d0055-1,WCS Camera Traps : 533,3,asian elephant,,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1958.jpg,WCS Camera Traps : d4203e13-92d4-11e9-91cb-000d3a74c7de,WCS Camera Traps : idn-002-d0039-7,WCS Camera Traps : 537,1,asian elephant,04-28-1999 17:21:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1994.jpg,WCS Camera Traps : d421c3a8-92d4-11e9-b1e4-000d3a74c7de,WCS Camera Traps : idn-002-d0072-13,WCS Camera Traps : 539,1,asian elephant,05-07-1999 14:49:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1995.jpg,WCS Camera Traps : d421ea75-92d4-11e9-8aa9-000d3a74c7de,WCS Camera Traps : idn-002-d0072-14,WCS Camera Traps : 539,1,asian elephant,05-07-1999 14:54:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1996.jpg,WCS Camera Traps : d421ea77-92d4-11e9-aad1-000d3a74c7de,WCS Camera Traps : idn-002-d0072-15,WCS Camera Traps : 539,1,asian elephant,05-07-1999 14:59:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1997.jpg,WCS Camera Traps : d421ea79-92d4-11e9-956b-000d3a74c7de,WCS Camera Traps : idn-002-d0072-16,WCS Camera Traps : 539,1,asian elephant,05-07-1999 15:36:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0044.jpg,WCS Camera Traps : d42483f3-92d4-11e9-bf17-000d3a74c7de,WCS Camera Traps : idn-002-d0053-11,WCS Camera Traps : 541,1,asian elephant,05-16-1999 20:02:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0045.jpg,WCS Camera Traps : d42483f5-92d4-11e9-8e21-000d3a74c7de,WCS Camera Traps : idn-002-d0053-12,WCS Camera Traps : 541,1,asian elephant,05-16-1999 20:09:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0046.jpg,WCS Camera Traps : d424a9f8-92d4-11e9-bef2-000d3a74c7de,WCS Camera Traps : idn-002-d0053-13,WCS Camera Traps : 541,1,asian elephant,05-16-1999 20:12:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0047.jpg,WCS Camera Traps : d424a9fa-92d4-11e9-9648-000d3a74c7de,WCS Camera Traps : idn-002-d0053-13,WCS Camera Traps : 541,2,asian elephant,05-16-1999 20:13:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0048.jpg,WCS Camera Traps : d424a9fc-92d4-11e9-940b-000d3a74c7de,WCS Camera Traps : idn-002-d0053-13,WCS Camera Traps : 541,3,asian elephant,05-16-1999 20:13:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0049.jpg,WCS Camera Traps : d424d0b8-92d4-11e9-bb20-000d3a74c7de,WCS Camera Traps : idn-002-d0053-13,WCS Camera Traps : 541,4,asian elephant,05-16-1999 20:14:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0213.jpg,WCS Camera Traps : d42c99f1-92d4-11e9-a5d8-000d3a74c7de,WCS Camera Traps : idn-002-d0090-3,WCS Camera Traps : 537,1,asian elephant,10-05-1999 11:47:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0222.jpg,WCS Camera Traps : d42d0dd4-92d4-11e9-88fe-000d3a74c7de,WCS Camera Traps : idn-002-d0090-11,WCS Camera Traps : 537,1,asian elephant,10-14-1999 07:19:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0327.jpg,WCS Camera Traps : d4317b3c-92d4-11e9-baf0-000d3a74c7de,WCS Camera Traps : idn-002-d0088-2,WCS Camera Traps : 538,1,asian elephant,10-06-1999 09:08:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0328.jpg,WCS Camera Traps : d431a229-92d4-11e9-9218-000d3a74c7de,WCS Camera Traps : idn-002-d0088-3,WCS Camera Traps : 538,1,asian elephant,10-06-1999 09:11:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0329.jpg,WCS Camera Traps : d431a22b-92d4-11e9-9270-000d3a74c7de,WCS Camera Traps : idn-002-d0088-3,WCS Camera Traps : 538,2,asian elephant,10-06-1999 09:12:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0330.jpg,WCS Camera Traps : d431a22d-92d4-11e9-8a67-000d3a74c7de,WCS Camera Traps : idn-002-d0088-3,WCS Camera Traps : 538,3,asian elephant,10-06-1999 09:12:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0331.jpg,WCS Camera Traps : d431c998-92d4-11e9-9b37-000d3a74c7de,WCS Camera Traps : idn-002-d0088-3,WCS Camera Traps : 538,4,asian elephant,10-06-1999 09:12:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0334.jpg,WCS Camera Traps : d431c99e-92d4-11e9-ac7a-000d3a74c7de,WCS Camera Traps : idn-002-d0097-2,WCS Camera Traps : 546,1,asian elephant,10-06-1999 00:00:00,9,train
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0335.jpg,WCS Camera Traps : d431eff5-92d4-11e9-ae23-000d3a74c7de,WCS Camera Traps : idn-002-d0097-2,WCS Camera Traps : 546,2,asian elephant,10-06-1999 00:00:00,9,train
