url_gcp,image_id,sequence_id,location_id,frame_num,common_name,datetime,class_number,subset
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub089/CA-35_08_04_2015_CA-35_0002488.jpg,NACTI : CA-35_08_04_2015_CA-35_0002488.jpg,NACTI : unknown,NACTI : lebec_CA-35,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub088/CA-34_11_08_2016_CA-34_0031634.JPG,NACTI : CA-34_11_08_2016_CA-34_0031634.JPG,NACTI : unknown,NACTI : lebec_CA-34,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub230/FL-22_09_03_2015_FL-22_0072317.jpg,NACTI : FL-22_09_03_2015_FL-22_0072317.jpg,NACTI : unknown,NACTI : archbold_FL-22,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub171/FL-11_11_02_2015_FL-11_0013407.jpg,NACTI : FL-11_11_02_2015_FL-11_0013407.jpg,NACTI : unknown,NACTI : archbold_FL-11,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub058/CA-18_10_15_2015_CA-18_0020708.jpg,NACTI : CA-18_10_15_2015_CA-18_0020708.jpg,NACTI : unknown,NACTI : lebec_CA-18,-1,wild boar,,6,val
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub092/CA-37_10_16_2015_CA-37_0020459.jpg,NACTI : CA-37_10_16_2015_CA-37_0020459.jpg,NACTI : unknown,NACTI : lebec_CA-37,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub128/FL-03_12_07_2015_FL-03_0046631.jpg,NACTI : FL-03_12_07_2015_FL-03_0046631.jpg,NACTI : unknown,NACTI : archbold_FL-03,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub077/CA-29_10_16_2015_CA-29_0028448.jpg,NACTI : CA-29_10_16_2015_CA-29_0028448.jpg,NACTI : unknown,NACTI : lebec_CA-29,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub276/FL-36_08_15_2016_FL-36_0022067.JPG,NACTI : FL-36_08_15_2016_FL-36_0022067.JPG,NACTI : unknown,NACTI : archbold_FL-36,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub239/FL-26_03_07_2016_FL-26_0025438.JPG,NACTI : FL-26_03_07_2016_FL-26_0025438.JPG,NACTI : unknown,NACTI : archbold_FL-26,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub106/CA-44_08_12_2015_CA-44_0002246.jpg,NACTI : CA-44_08_12_2015_CA-44_0002246.jpg,NACTI : unknown,NACTI : lebec_CA-44,-1,wild boar,,6,val
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub106/CA-44_08_12_2015_CA-44_0003822.jpg,NACTI : CA-44_08_12_2015_CA-44_0003822.jpg,NACTI : unknown,NACTI : lebec_CA-44,-1,wild boar,,6,val
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub088/CA-34_09_02_2016_CA-34_0029928.JPG,NACTI : CA-34_09_02_2016_CA-34_0029928.JPG,NACTI : unknown,NACTI : lebec_CA-34,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub193/FL-16_06_02_2015_FL-16_0032178.jpg,NACTI : FL-16_06_02_2015_FL-16_0032178.jpg,NACTI : unknown,NACTI : archbold_FL-16,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub055/CA-18_03_04_2016_CA-18_0021446.JPG,NACTI : CA-18_03_04_2016_CA-18_0021446.JPG,NACTI : unknown,NACTI : lebec_CA-18,-1,wild boar,,6,val
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub132/FL-05_05_02_2016_FL-05_0037937.JPG,NACTI : FL-05_05_02_2016_FL-05_0037937.JPG,NACTI : unknown,NACTI : archbold_FL-05,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub170/FL-10_12_08_2015_FL-10_0010842.jpg,NACTI : FL-10_12_08_2015_FL-10_0010842.jpg,NACTI : unknown,NACTI : archbold_FL-10,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001716.jpg,NACTI : CA-08_08_04_2015_CA-08_0001716.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub038/CA-06_03_09_2015_CA-06_0000175.jpg,NACTI : CA-06_03_09_2015_CA-06_0000175.jpg,NACTI : unknown,NACTI : lebec_CA-06,-1,wild boar,,6,val
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub279/FL-37_11_03_2015_FL-37_0000723.jpg,NACTI : FL-37_11_03_2015_FL-37_0000723.jpg,NACTI : unknown,NACTI : archbold_FL-37,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub171/FL-11_07_28_2015_FL-11_0011496.jpg,NACTI : FL-11_07_28_2015_FL-11_0011496.jpg,NACTI : unknown,NACTI : archbold_FL-11,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub081/CA-30_08_03_2015_CA-30_0017142.jpg,NACTI : CA-30_08_03_2015_CA-30_0017142.jpg,NACTI : unknown,NACTI : lebec_CA-30,-1,wild boar,,6,test
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub208/FL-19_04_04_2016_FL-19_0048472.JPG,NACTI : FL-19_04_04_2016_FL-19_0048472.JPG,NACTI : unknown,NACTI : archbold_FL-19,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub109/CA-46_11_02_2015_CA-46_0010075.jpg,NACTI : CA-46_11_02_2015_CA-46_0010075.jpg,NACTI : unknown,NACTI : lebec_CA-46,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub189/FL-15_10_01_2015_FL-15_0009315.jpg,NACTI : FL-15_10_01_2015_FL-15_0009315.jpg,NACTI : unknown,NACTI : archbold_FL-15,-1,wild boar,,6,test
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub174/FL-12_06_29_2015_FL-12_0000191.jpg,NACTI : FL-12_06_29_2015_FL-12_0000191.jpg,NACTI : unknown,NACTI : archbold_FL-12,-1,wild boar,,6,val
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub102/CA-42_10_14_2015_CA-42_0011847.jpg,NACTI : CA-42_10_14_2015_CA-42_0011847.jpg,NACTI : unknown,NACTI : lebec_CA-42,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub122/FL-02_07_28_2015_FL-02_0038244.jpg,NACTI : FL-02_07_28_2015_FL-02_0038244.jpg,NACTI : unknown,NACTI : archbold_FL-02,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub116/FL-01_12_08_2015_FL-01_0038783.jpg,NACTI : FL-01_12_08_2015_FL-01_0038783.jpg,NACTI : unknown,NACTI : archbold_FL-01,-1,wild boar,,6,train
https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub101/CA-42_08_04_2015_CA-42_0008559.jpg,NACTI : CA-42_08_04_2015_CA-42_0008559.jpg,NACTI : unknown,NACTI : lebec_CA-42,-1,wild boar,,6,train
